City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,suva,-18.1416,178.4415,30.71,70,75,1.03,FJ,1739658166
365,tobelo,1.7284,128.0095,27.11,83,90,1.89,ID,1739658167
366,sao vicente,-23.9631,-46.3919,27.77,26,8,3.13,BR,1739658168
367,antofagasta,-23.65,-70.4,20.6,88,98,4.06,CL,1739657996
368,nuuk,64.1835,-51.7216,8.34,27,100,12.86,GL,1739658138
369,souillac,-20.5167,57.5167,26.21,89,40,1.54,MU,1739658171
370,alice springs,-23.7,133.8833,22.75,31,92,5.14,AU,1739658173
371,christchurch,-43.5333,172.6333,22.19,76,100,5.14,NZ,1739658123
372,balasore,21.4942,86.9317,17.73,78,0,3.19,IN,1739658176
373,komsomol'sk,49.0097,33.6455,-5.52,72,76,3.15,UA,1739658178
374,bafang,5.1563,10.1788,20.25,75,72,0.39,CM,1739658179
375,los fresnos,26.0717,-97.4764,29.03,67,0,10.8,US,1739658180
376,fortuna,40.5982,-124.1573,15.51,50,0,4.12,US,1739658181
377,bodaybo,57.8506,114.1933,-18.05,99,100,0.37,RU,1739658182
378,omis,43.4447,16.6886,6.21,75,53,3.49,HR,1739658183
379,dul'durga,50.6761,113.5931,-22.7,96,19,2.12,RU,1739658185
380,pisco,-13.7,-76.2167,26.03,73,0,9.26,PE,1739658186
381,noumea,-22.2763,166.4572,25.23,80,95,4.42,NC,1739658187
382,malango,-2.9627,119.9001,19.54,97,100,0.94,ID,1739658189
383,mount gambier,-37.8333,140.7667,14.31,46,53,3.89,AU,1739658190
384,hanzhong,33.0728,107.0303,5.14,38,41,0.84,CN,1739658191
385,chonchi,-42.6128,-73.8092,16.18,56,66,2.18,CL,1739658192
386,ancud,-41.8697,-73.8203,14.92,67,32,2.82,CL,1739658026
387,ongjin,37.9347,125.3619,2.42,92,96,2.56,KP,1739658194
388,weno,7.4515,151.8468,22.97,100,100,8.5,FM,1739658195
389,adrar,20.5022,-10.0711,25.06,10,62,5.72,MR,1739658197
390,rusape,-18.5278,32.1284,18.05,97,99,1.77,ZW,1739658198
391,zyryanskoye,56.8306,86.6258,-11.94,96,100,2.5,RU,1739658199
392,luganville,-15.5333,167.1667,27.74,81,97,0.9,VU,1739658200
393,camana,-16.6228,-72.7111,24.37,84,88,3.2,PE,1739658201
394,howard springs,-12.497,131.047,23.95,93,100,2.8,AU,1739658202
395,ocean acres,39.7435,-74.281,3.14,85,100,0.89,US,1739658203
396,fort bragg,35.139,-79.006,17.91,75,100,3.09,US,1739658204
397,port douglas,-16.4833,145.4667,26.85,79,89,2.32,AU,1739658205
398,whakatane,-37.9585,176.9854,17.96,75,100,2.46,NZ,1739658206
399,batabano,22.7164,-82.2881,25.59,68,66,6.3,CU,1739658208
400,bikenibeu village,1.3673,173.1241,28.98,79,20,8.23,KI,1739658209
401,palmer,42.1584,-72.3287,-3.6,77,100,2.06,US,1739658210
402,las lomitas,-24.7096,-60.593,35.39,35,100,3.31,AR,1739658211
403,bel ombre,-4.6167,55.4167,26.91,89,40,3.09,SC,1739658212
404,pesqueira,-8.3578,-36.6964,22.55,71,20,8.22,BR,1739658214
405,coquimbo,-29.9533,-71.3436,19.85,67,0,5.14,CL,1739658026
406,bonthe,7.5264,-12.505,24.97,77,45,2.09,SL,1739658216
407,brisas de zicatela,15.8369,-97.0419,31.29,62,100,5.14,MX,1739658217
408,sao joao da barra,-21.6403,-41.0511,27.05,88,0,7.35,BR,1739658219
409,siracusa,37.0881,15.2792,10.73,68,41,1.34,IT,1739658220
410,minas de marcona,-15.2119,-75.1103,21.59,74,94,5.62,PE,1739658221
411,bumba,2.1833,22.4667,23.07,82,60,0.6,CD,1739658222
412,schramberg,48.224,8.3858,-1.18,88,100,1.79,DE,1739658223
413,bobrovytsya,50.75,31.3833,-8.0,88,67,2.63,UA,1739658225
414,petite riviere,-20.1894,57.4453,25.4,93,91,0.82,MU,1739658226
415,nahiyat al fuhud,30.9697,46.7228,13.34,28,100,3.17,IQ,1739658228
416,callaway,30.153,-85.5699,23.3,84,94,3.13,US,1739658215
417,ad dilam,23.9915,47.1627,14.25,75,100,3.78,SA,1739658231
418,onega,63.9061,38.1404,-24.08,100,60,0.96,RU,1739658232
419,leer,53.2316,7.461,-1.14,88,100,2.31,DE,1739658233
420,saint-girons,42.9167,1.1667,6.55,66,56,3.28,FR,1739658234
421,santa cruz,-17.8,-63.1667,27.03,74,75,5.66,BO,1739658061
422,mustafabad,30.8922,73.4989,14.92,43,100,1.25,PK,1739658236
423,sitka,57.0531,-135.33,5.94,49,75,9.77,US,1739658237
424,miyaly,48.8844,53.7836,-7.31,89,14,5.42,KZ,1739658238
425,vila velha,-20.3297,-40.2925,27.97,69,20,7.2,BR,1739658222
426,saint-joseph,-21.3667,55.6167,25.21,86,73,1.49,RE,1739658241
427,san fernando de apure,7.8878,-67.4724,34.39,27,13,2.98,VE,1739658124
428,zaragoza,41.6561,-0.8773,11.68,70,0,3.09,ES,1739658039
429,san andres,12.5847,-81.7006,29.01,70,40,5.66,CO,1739658002
430,sinop,41.7711,34.8709,2.94,85,100,1.32,TR,1739658245
431,port shepstone,-30.7414,30.455,21.38,88,100,1.3,ZA,1739658247
432,acapulco de juarez,16.8634,-99.8901,28.9,74,100,6.17,MX,1739658248
433,sola,-13.8833,167.55,26.19,87,100,8.42,VU,1739658249
434,zhaotong,27.3167,103.7167,1.19,95,100,2.99,CN,1739658251
435,mejit,10.2753,170.8646,26.44,81,100,4.1,MH,1739658253
436,zonguldak,41.25,31.8333,5.05,96,100,0.3,TR,1739658254
437,charters towers,-20.1,146.2667,27.32,54,13,4.73,AU,1739658255
438,impfondo,1.6381,18.0667,27.12,57,57,1.3,CG,1739658256
439,rongelap,11.1635,166.8941,26.31,69,99,4.18,MH,1739658259
440,detroit lakes,46.8172,-95.8453,-13.28,66,0,9.77,US,1739658126
441,smara,26.7384,-11.6719,17.1,59,2,5.79,EH,1739658261
442,sao felix do xingu,-6.6447,-51.995,23.24,95,100,0.73,BR,1739658262
443,inarajan village,13.2736,144.7484,28.0,76,25,7.87,GU,1739658263
444,whangarei,-35.7317,174.3239,18.36,93,69,4.62,NZ,1739658264
445,mo i rana,66.3128,14.1428,-12.74,85,75,1.03,NO,1739658265
446,tari,-11.1105,14.3559,19.18,93,57,1.0,AO,1739658266
447,wewak,-3.5534,143.6268,26.83,83,97,2.09,PG,1739658267
448,vrangel',42.7297,133.0839,-0.62,79,11,2.93,RU,1739658268
449,alsunga,56.9819,21.5594,-4.5,72,57,2.7,LV,1739658270
450,mkushi,-13.6202,29.3939,18.08,95,84,1.15,ZM,1739658271
451,mpigi,0.225,32.3136,19.38,86,17,0.86,UG,1739658272
452,mil'kovo,55.6078,37.7956,-9.09,51,99,2.32,RU,1739658273
453,barah,13.7,30.3667,22.67,15,7,4.81,SD,1739658274
454,castelli,-25.9468,-60.6195,34.45,38,95,0.79,AR,1739658275
455,baharly,38.4362,57.4316,2.05,87,21,2.09,TM,1739658276
456,flin flon,54.7682,-101.865,-23.09,49,75,5.14,CA,1739658279
457,barki saria,24.1667,85.8833,16.52,29,0,0.81,IN,1739658280
458,lobujya,27.95,86.8167,-17.03,41,23,7.27,NP,1739658281
459,recani,31.2846,-4.2688,16.5,24,100,4.58,MA,1739658635
460,mandalgovi,45.7625,106.2708,-15.01,54,0,2.81,MN,1739658636
461,fomeque,4.488,-73.8975,17.84,96,93,1.02,CO,1739658637
462,lagunas,-5.2269,-75.6753,28.18,75,79,0.95,PE,1739658638
463,fonte boa,-2.4959,-66.2662,24.71,88,100,0.45,BR,1739658640
464,maracas,-13.4411,-40.4308,20.34,80,72,5.34,BR,1739658641
465,tinambac,13.8164,123.3261,25.03,91,8,1.2,PH,1739658642
466,launceston,-41.45,147.1667,11.8,58,1,5.66,AU,1739658643
467,mhamid,29.82,-5.72,16.07,46,100,1.82,MA,1739658644
468,san pedro pochutla,15.7333,-96.4667,30.95,52,100,2.99,MX,1739658645
469,san dionisio ocotepec,16.8,-96.4,22.36,45,100,1.59,MX,1739658646
470,socorro,31.6546,-106.3033,17.56,23,0,7.72,US,1739658650
471,east ballina,-28.8667,153.5833,23.97,86,84,5.52,AU,1739658651
472,ar ruways,24.1103,52.7306,17.79,80,64,4.86,AE,1739658652
473,lepsy,46.235,78.9456,-11.05,95,99,1.45,KZ,1739658653
474,quatre cocos,-20.2078,57.7625,26.16,82,93,1.05,MU,1739658654
475,grand falls-windsor,48.9332,-55.6649,-5.28,83,91,3.58,CA,1739658655
476,urucara,-2.5364,-57.76,22.19,100,100,0.21,BR,1739658656
477,dodge city,37.7528,-100.0171,-3.86,68,100,9.77,US,1739658658
478,beya,53.0533,90.9139,-16.49,93,92,1.67,RU,1739658659
479,oulainen,64.2667,24.8,-11.02,96,98,1.33,FI,1739658660
480,santana,-0.0583,-51.1817,27.1,89,100,1.03,BR,1739658661
481,fort mcmurray,56.7268,-111.381,-19.23,65,100,3.09,CA,1739658662
482,hilo,19.7297,-155.09,24.49,98,100,4.92,US,1739658663
483,linkou,45.3,130.2833,-11.8,95,98,1.31,CN,1739658664
484,ratnagiri,16.9833,73.3,24.0,31,3,2.13,IN,1739658666
485,corum,40.5,34.75,1.2,70,100,1.38,TR,1739658667
486,rajgarh,28.6333,75.3833,16.67,36,16,2.57,IN,1739658669
487,saint john,45.2727,-66.0677,-7.43,35,20,6.17,CA,1739658472
488,chingirlau,51.095,54.0814,-6.66,86,59,7.56,KZ,1739658671
489,kavala,40.9397,24.4019,11.03,84,65,1.98,GR,1739658672
490,makoua,0.0069,15.6333,24.83,71,49,0.62,CG,1739658673
491,polovinnoye,54.7914,65.9864,-17.68,96,87,3.52,RU,1739658674
492,banda aceh,5.5577,95.3222,25.44,81,83,1.44,ID,1739658675
493,yarmouth,41.7057,-70.2286,-1.69,58,100,2.57,US,1739658676
494,diamantino,-14.4086,-56.4461,23.44,91,59,0.61,BR,1739658678
495,al qubbah,32.7616,22.2424,8.7,66,10,4.4,LY,1739658680
496,sao miguel do araguaia,-13.275,-50.1628,24.82,84,90,1.17,BR,1739658682
497,kupang,-10.1667,123.5833,26.32,100,20,0.0,ID,1739658684
498,brak,27.5496,14.2714,13.75,32,0,2.34,LY,1739658685
499,sinabang,2.4803,96.3801,25.35,84,100,1.27,ID,1739658686
500,chibougamau,49.9168,-74.3659,-18.21,65,100,1.54,CA,1739658634
501,key west,24.5557,-81.7826,27.0,74,20,8.75,US,1739658521
502,ivanivka,46.7208,34.553,-4.89,77,39,2.63,UA,1739658689
503,bandar lampung,-5.4254,105.258,22.99,97,100,1.26,ID,1739658690
504,mao,39.8885,4.2658,10.31,81,0,2.57,ES,1739658691
505,qarqaraly,49.4058,75.4742,-8.93,97,100,0.4,KZ,1739658692
506,lata,40.1629,-8.3327,9.13,82,95,1.61,PT,1739658693
507,molalla,45.1473,-122.577,6.73,84,20,2.06,US,1739658695
508,scarperia,43.992,11.3538,2.61,69,5,3.07,IT,1739658696
509,oum hadjer,13.2954,19.6966,22.04,12,54,5.04,TD,1739658698
510,rawson,-43.3002,-65.1023,22.16,46,0,9.77,AR,1739658699
511,necochea,-38.5473,-58.7368,20.12,78,0,5.43,AR,1739658700
512,milan,45.4643,9.1895,5.01,83,0,1.03,IT,1739658683
513,beidao,34.5686,105.8933,0.93,46,73,0.8,CN,1739658703
514,campo gallo,-26.5833,-62.85,35.85,34,95,4.61,AR,1739658704
515,borujen,31.9652,51.2873,0.83,41,1,1.76,IR,1739658705
516,isla mujeres,21.2311,-86.731,28.38,77,94,5.98,MX,1739658706
517,afaahiti,-17.75,-149.2833,27.21,72,37,6.0,PF,1739658707
518,posto fiscal rolim de moura,-13.0833,-62.2667,23.82,95,25,1.24,BR,1739658708
519,ulanhot,46.0833,122.0833,-12.99,71,2,6.01,CN,1739658709
520,manta,-0.95,-80.7333,26.88,83,75,3.09,EC,1739658710
521,coxen hole,16.3244,-86.5366,28.6,70,20,8.75,HN,1739658443
522,tevriz,57.509,72.4042,-21.56,100,100,1.02,RU,1739658713
523,laranjeiras do sul,-25.4078,-52.4161,20.8,95,75,2.05,BR,1739658714
524,greymouth,-42.4667,171.2,22.83,51,7,2.45,NZ,1739658715
525,solwezi,-12.1688,26.3894,16.38,96,92,0.82,ZM,1739658716
526,bazzano,44.5022,11.0854,2.32,87,0,1.03,IT,1739658717
527,mananjary,-21.2167,48.3333,24.89,91,99,0.46,MG,1739658718
528,kerikeri,-35.2268,173.9474,18.85,91,87,5.37,NZ,1739658720
529,chui,-33.6971,-53.4616,23.29,81,99,5.88,UY,1739658721
530,khovd,48.0056,91.6419,-19.61,94,70,1.38,MN,1739658722
531,porlamar,10.958,-63.8491,24.99,81,95,10.1,VE,1739658724
532,mahina,-17.5065,-149.489,30.87,66,20,4.12,PF,1739658725
533,bakanas,44.8081,76.2772,-4.35,97,61,1.96,KZ,1739658726
534,carolina beach,34.0352,-77.8936,18.38,83,100,5.6,US,1739658727
535,sanctuary point,-35.1114,150.629,16.09,41,29,5.22,AU,1739658729
536,barabai,-2.5833,115.3833,23.53,95,100,0.66,ID,1739658730
537,anar darah,32.7587,61.654,10.31,70,99,2.23,AF,1739658731
538,ishinomaki,38.4167,141.3,4.43,64,100,4.45,JP,1739658732
539,oppdal,62.5943,9.6912,-16.54,47,8,3.49,NO,1739658733
540,catriel,-37.8791,-67.7956,32.15,6,23,7.21,AR,1739658734
541,mohammedia,33.7066,-7.3944,18.11,63,100,5.14,MA,1739658735
542,knik-fairview,61.5126,-149.6001,1.64,69,0,0.89,US,1739658736
543,yuzhno-kurilsk,44.0306,145.8556,-3.34,69,12,3.65,RU,1739658737
544,la mira tumbiscatio,18.6833,-102.2833,33.73,26,100,1.73,MX,1739658738
545,oriximina,-1.7656,-55.8661,22.99,99,100,1.76,BR,1739658739
546,francistown,-21.17,27.5079,20.25,91,100,6.75,BW,1739658742
547,el nido,11.1858,119.3956,24.52,94,7,2.31,PH,1739658743
548,vila franca do campo,37.7167,-25.4333,18.27,99,100,8.39,PT,1739658744
549,puerto baquerizo moreno,-0.9,-89.6,29.55,70,40,4.63,EC,1739658745
550,thanh hoa,19.8,105.7667,19.67,95,100,2.4,VN,1739658746
551,valley city,46.9233,-98.0032,-17.71,60,0,7.72,US,1739658747
552,ust-tsilma,65.441,52.1498,-33.29,100,71,1.54,RU,1739658750
553,dejen,10.1667,38.1333,15.41,55,81,1.63,ET,1739658751
554,katabu,-4.9333,122.5167,25.3,94,100,1.04,ID,1739658752
555,puerto leguizamo,-0.1934,-74.7819,26.97,76,100,1.51,CO,1739658753
556,san luis,-33.295,-66.3356,25.64,63,66,2.68,AR,1739658733
557,olyokminsk,60.3736,120.4264,-27.79,100,97,0.67,RU,1739658756
558,afif,23.9065,42.9172,15.11,87,29,4.13,SA,1739658757
559,saldanha,-33.0117,17.9442,18.72,88,0,10.93,ZA,1739658758
560,motygino,58.1831,94.7592,-33.52,100,99,0.87,RU,1739658759
561,karsun,54.1994,46.9827,-7.74,95,100,4.98,RU,1739658760
562,ati,13.2154,18.3353,21.53,11,52,4.43,TD,1739658577
563,raja,8.4596,25.678,27.26,35,78,0.99,SS,1739658763
564,port moresby,-9.4431,147.1797,23.68,88,20,3.6,PG,1739658723
565,kapa'a,22.0752,-159.319,28.18,75,20,4.63,US,1739658766
566,guarapari,-20.6667,-40.4975,25.69,83,0,6.17,BR,1739658767
